"id","text"
"991598_1","where is right lakeshore drive?"
"991598_2","where is right lakeshore drive?"
"991598_3","where is right lakeshore drive?"
"991598_4","where is right lakeshore drive?"
"991598_5","where is right lakeshore drive?"
"991598_6","where is right lakeshore drive?"
"991598_7","where is right lakeshore drive?"
"970242_1","where do I find drivers on windows 10"
"970242_2","where do I find drivers on windows 10"
"970242_3","where do I find drivers on windows 10"
"970242_4","where do I find drivers on windows 10"
"970242_5","where do I find drivers on windows 10"
"970242_6","where do I find drivers on windows 10"
"970242_7","where do I find drivers on windows 10"
"770233_1","what is mechanical handling equipment"
"770233_2","what is mechanical handling equipment"
"770233_3","what is mechanical handling equipment"
"770233_4","what is mechanical handling equipment"
"770233_5","what is mechanical handling equipment"
"770233_6","what is mechanical handling equipment"
"770233_7","what is mechanical handling equipment"
"844658_1","what is the role of lipids in a cell"
"844658_2","what is the role of lipids in a cell"
"844658_3","what is the role of lipids in a cell"
"844658_4","what is the role of lipids in a cell"
"844658_5","what is the role of lipids in a cell"
"844658_6","what is the role of lipids in a cell"
"844658_7","what is the role of lipids in a cell"
"873886_1","what level does zubat evolves to"
"873886_2","what level does zubat evolves to"
"873886_3","what level does zubat evolves to"
"873886_4","what level does zubat evolves to"
"873886_5","what level does zubat evolves to"
"873886_6","what level does zubat evolves to"
"873886_7","what level does zubat evolves to"
"873886_8","what level does zubat evolves to"
"940916_1","when did spindletop happen"
"940916_2","when did spindletop happen"
"940916_3","when did spindletop happen"
"940916_4","when did spindletop happen"
"940916_5","when did spindletop happen"
"940916_6","when did spindletop happen"
"940916_7","when did spindletop happen"
"940916_8","when did spindletop happen"
"940916_9","when did spindletop happen"
"940916_10","when did spindletop happen"
"38946_1","average money market interest rates"
"38946_2","average money market interest rates"
"38946_3","average money market interest rates"
"38946_4","average money market interest rates"
"38946_5","average money market interest rates"
"38946_6","average money market interest rates"
"38946_7","average money market interest rates"
"991383_1","where is ravenscroft, cheshire england?"
"991383_2","where is ravenscroft, cheshire england?"
"991383_3","where is ravenscroft, cheshire england?"
"991383_4","where is ravenscroft, cheshire england?"
"991383_5","where is ravenscroft, cheshire england?"
"991383_6","where is ravenscroft, cheshire england?"
"991383_7","where is ravenscroft, cheshire england?"
"991383_8","where is ravenscroft, cheshire england?"
"991383_9","where is ravenscroft, cheshire england?"
"1080939_1","xfinity business customer service number"
"1080939_2","xfinity business customer service number"
"1080939_3","xfinity business customer service number"
"1080939_4","xfinity business customer service number"
"1080939_5","xfinity business customer service number"
"1080939_6","xfinity business customer service number"
"1080939_7","xfinity business customer service number"
"1080939_8","xfinity business customer service number"
"1080939_9","xfinity business customer service number"
"1080939_10","xfinity business customer service number"
"1091421_1","post lintel construction definition"
"1091421_2","post lintel construction definition"
"1091421_3","post lintel construction definition"
"1091421_4","post lintel construction definition"
"1091421_5","post lintel construction definition"
"1091421_6","post lintel construction definition"
"1091421_7","post lintel construction definition"
"1021446_1","which transaction is a deposit"
"1021446_2","which transaction is a deposit"
"1021446_3","which transaction is a deposit"
"1021446_4","which transaction is a deposit"
"1021446_5","which transaction is a deposit"
"1021446_6","which transaction is a deposit"
"933861_1","what's the weather of qatar?"
"933861_2","what's the weather of qatar?"
"933861_3","what's the weather of qatar?"
"933861_4","what's the weather of qatar?"
"933861_5","what's the weather of qatar?"
"933861_6","what's the weather of qatar?"
"933861_7","what's the weather of qatar?"
"933861_8","what's the weather of qatar?"
"933861_9","what's the weather of qatar?"
"859376_1","what is upper class limit"
"859376_2","what is upper class limit"
"859376_3","what is upper class limit"
"859376_4","what is upper class limit"
"859376_5","what is upper class limit"
"859376_6","what is upper class limit"
"1091384_1","price for used shipping containers"
"1091384_2","price for used shipping containers"
"1091384_3","price for used shipping containers"
"1091384_4","price for used shipping containers"
"1091384_5","price for used shipping containers"
"1091384_6","price for used shipping containers"
"1091384_7","price for used shipping containers"
"1091384_8","price for used shipping containers"
"1091384_9","price for used shipping containers"
"1073980_1","why should i have my adenoids removed"
"1073980_2","why should i have my adenoids removed"
"1073980_3","why should i have my adenoids removed"
"1073980_4","why should i have my adenoids removed"
"1073980_5","why should i have my adenoids removed"
"1073980_6","why should i have my adenoids removed"
"1073980_7","why should i have my adenoids removed"
"1073980_8","why should i have my adenoids removed"
"1091360_1","price of forever stamp now"
"1091360_2","price of forever stamp now"
"1091360_3","price of forever stamp now"
"1091360_4","price of forever stamp now"
"1091360_5","price of forever stamp now"
"1091360_6","price of forever stamp now"
"1019405_1","which soils are prone to erosion"
"1019405_2","which soils are prone to erosion"
"1019405_3","which soils are prone to erosion"
"1019405_4","which soils are prone to erosion"
"1019405_5","which soils are prone to erosion"
"1019405_6","which soils are prone to erosion"
"1019405_7","which soils are prone to erosion"
"1019405_8","which soils are prone to erosion"
"1019405_9","which soils are prone to erosion"
"1019405_10","which soils are prone to erosion"
"1091337_1","price per month for hackett security"
"1091337_2","price per month for hackett security"
"1091337_3","price per month for hackett security"
"1091337_4","price per month for hackett security"
"1091337_5","price per month for hackett security"
"1091337_6","price per month for hackett security"
"1091337_7","price per month for hackett security"
"1091337_8","price per month for hackett security"
"1091337_9","price per month for hackett security"
"998223_1","where is the uvula located in the mouth"
"998223_2","where is the uvula located in the mouth"
"998223_3","where is the uvula located in the mouth"
"998223_4","where is the uvula located in the mouth"
"998223_5","where is the uvula located in the mouth"
"998223_6","where is the uvula located in the mouth"
"998223_7","where is the uvula located in the mouth"
"998223_8","where is the uvula located in the mouth"
"998223_9","where is the uvula located in the mouth"
"998223_10","where is the uvula located in the mouth"
"1058100_1","who wrote california dreaming"
"1058100_2","who wrote california dreaming"
"1058100_3","who wrote california dreaming"
"1058100_4","who wrote california dreaming"
"1058100_5","who wrote california dreaming"
"1058100_6","who wrote california dreaming"
"973917_1","where does spermatogenesis occur?"
"973917_2","where does spermatogenesis occur?"
"973917_3","where does spermatogenesis occur?"
"973917_4","where does spermatogenesis occur?"
"973917_5","where does spermatogenesis occur?"
"973917_6","where does spermatogenesis occur?"
"973917_7","where does spermatogenesis occur?"
"973917_8","where does spermatogenesis occur?"
"973917_9","where does spermatogenesis occur?"
"973917_10","where does spermatogenesis occur?"
"175625_1","drainage rock average cost"
"175625_2","drainage rock average cost"
"175625_3","drainage rock average cost"
"175625_4","drainage rock average cost"
"175625_5","drainage rock average cost"
"175625_6","drainage rock average cost"
"802794_1","what is technology world"
"802794_2","what is technology world"
"802794_3","what is technology world"
"802794_4","what is technology world"
"802794_5","what is technology world"
"802794_6","what is technology world"
"802794_7","what is technology world"
"1101374_1","dimensions of average tub"
"1101374_2","dimensions of average tub"
"1101374_3","dimensions of average tub"
"1101374_4","dimensions of average tub"
"1101374_5","dimensions of average tub"
"1101374_6","dimensions of average tub"
"1101374_7","dimensions of average tub"
"1101374_8","dimensions of average tub"
"995526_1","where is the federal penitentiary in ind"
"995526_2","where is the federal penitentiary in ind"
"995526_3","where is the federal penitentiary in ind"
"995526_4","where is the federal penitentiary in ind"
"995526_5","where is the federal penitentiary in ind"
"995526_6","where is the federal penitentiary in ind"
"995526_7","where is the federal penitentiary in ind"
"995526_8","where is the federal penitentiary in ind"
"995526_9","where is the federal penitentiary in ind"
"850450_1","what is the temperature on earth"
"850450_2","what is the temperature on earth"
"850450_3","what is the temperature on earth"
"850450_4","what is the temperature on earth"
"850450_5","what is the temperature on earth"
"850450_6","what is the temperature on earth"
"850450_7","what is the temperature on earth"
"1091264_1","product level activity define"
"1091264_2","product level activity define"
"1091264_3","product level activity define"
"1091264_4","product level activity define"
"1091264_5","product level activity define"
"1091264_6","product level activity define"
"1091264_7","product level activity define"
"1091264_8","product level activity define"
"1091264_9","product level activity define"
"855031_1","what is the zip code for helena mt"
"855031_2","what is the zip code for helena mt"
"855031_3","what is the zip code for helena mt"
"855031_4","what is the zip code for helena mt"
"855031_5","what is the zip code for helena mt"
"855031_6","what is the zip code for helena mt"
"855031_7","what is the zip code for helena mt"
"855031_8","what is the zip code for helena mt"
"855031_9","what is the zip code for helena mt"
"855031_10","what is the zip code for helena mt"
"1091255_1","projection defense mechanism defines"
"1091255_2","projection defense mechanism defines"
"1091255_3","projection defense mechanism defines"
"1091255_4","projection defense mechanism defines"
"1091255_5","projection defense mechanism defines"
"1091255_6","projection defense mechanism defines"
"1091255_7","projection defense mechanism defines"
"1091255_8","projection defense mechanism defines"
"954711_1","when should sutures be removed"
"954711_2","when should sutures be removed"
"954711_3","when should sutures be removed"
"954711_4","when should sutures be removed"
"954711_5","when should sutures be removed"
"954711_6","when should sutures be removed"
"1091246_1","property premises meaning"
"1091246_2","property premises meaning"
"1091246_3","property premises meaning"
"1091246_4","property premises meaning"
"1091246_5","property premises meaning"
"1091246_6","property premises meaning"
"1091246_7","property premises meaning"
"1091246_8","property premises meaning"
"1091246_9","property premises meaning"
"812190_1","what is the constitution act 1867"
"812190_2","what is the constitution act 1867"
"812190_3","what is the constitution act 1867"
"812190_4","what is the constitution act 1867"
"812190_5","what is the constitution act 1867"
"812190_6","what is the constitution act 1867"
"812190_7","what is the constitution act 1867"
"878615_1","what money is used in barcelona"
"878615_2","what money is used in barcelona"
"878615_3","what money is used in barcelona"
"878615_4","what money is used in barcelona"
"878615_5","what money is used in barcelona"
"878615_6","what money is used in barcelona"
"878615_7","what money is used in barcelona"
"1059801_1","whos the third president of usa"
"1059801_2","whos the third president of usa"
"1059801_3","whos the third president of usa"
"1059801_4","whos the third president of usa"
"1059801_5","whos the third president of usa"
"1059801_6","whos the third president of usa"
"1091177_1","quid pro quo definition in english"
"1091177_2","quid pro quo definition in english"
"1091177_3","quid pro quo definition in english"
"1091177_4","quid pro quo definition in english"
"1091177_5","quid pro quo definition in english"
"1091177_6","quid pro quo definition in english"
"1091177_7","quid pro quo definition in english"
"1091177_8","quid pro quo definition in english"
"1091177_9","quid pro quo definition in english"
"952520_1","when is the best time to visit spain?"
"952520_2","when is the best time to visit spain?"
"952520_3","when is the best time to visit spain?"
"952520_4","when is the best time to visit spain?"
"952520_5","when is the best time to visit spain?"
"952520_6","when is the best time to visit spain?"
"952520_7","when is the best time to visit spain?"
"952520_8","when is the best time to visit spain?"
"952520_9","when is the best time to visit spain?"
"1003997_1","where was the princess bride filmed"
"1003997_2","where was the princess bride filmed"
"1003997_3","where was the princess bride filmed"
"1003997_4","where was the princess bride filmed"
"1003997_5","where was the princess bride filmed"
"1003997_6","where was the princess bride filmed"
"1003997_7","where was the princess bride filmed"
"1003997_8","where was the princess bride filmed"
"913137_1","what type of lever is a tree"
"913137_2","what type of lever is a tree"
"913137_3","what type of lever is a tree"
"913137_4","what type of lever is a tree"
"913137_5","what type of lever is a tree"
"913137_6","what type of lever is a tree"
"913137_7","what type of lever is a tree"
"913137_8","what type of lever is a tree"
"913137_9","what type of lever is a tree"
"822642_1","what is the function of rna polymerase"
"822642_2","what is the function of rna polymerase"
"822642_3","what is the function of rna polymerase"
"822642_4","what is the function of rna polymerase"
"822642_5","what is the function of rna polymerase"
"822642_6","what is the function of rna polymerase"
"822642_7","what is the function of rna polymerase"
"822642_8","what is the function of rna polymerase"
"1091068_1","requirements for cornell"
"1091068_2","requirements for cornell"
"1091068_3","requirements for cornell"
"1091068_4","requirements for cornell"
"1091068_5","requirements for cornell"
"1091068_6","requirements for cornell"
"1091068_7","requirements for cornell"
"1091068_8","requirements for cornell"
"1091068_9","requirements for cornell"
"91790_1","chili's pork carnitas calories"
"91790_2","chili's pork carnitas calories"
"91790_3","chili's pork carnitas calories"
"91790_4","chili's pork carnitas calories"
"91790_5","chili's pork carnitas calories"
"91790_6","chili's pork carnitas calories"
"855029_1","what is the zip code for harahan la"
"855029_2","what is the zip code for harahan la"
"855029_3","what is the zip code for harahan la"
"855029_4","what is the zip code for harahan la"
"855029_5","what is the zip code for harahan la"
"855029_6","what is the zip code for harahan la"
"855029_7","what is the zip code for harahan la"
"855029_8","what is the zip code for harahan la"
"855029_9","what is the zip code for harahan la"
"855029_10","what is the zip code for harahan la"
"829050_1","what is the lowest point in netherlands"
"829050_2","what is the lowest point in netherlands"
"829050_3","what is the lowest point in netherlands"
"829050_4","what is the lowest point in netherlands"
"829050_5","what is the lowest point in netherlands"
"829050_6","what is the lowest point in netherlands"
"829050_7","what is the lowest point in netherlands"
"1091015_1","righteousness definition"
"1091015_2","righteousness definition"
"1091015_3","righteousness definition"
"1091015_4","righteousness definition"
"1091015_5","righteousness definition"
"1091015_6","righteousness definition"
"1091015_7","righteousness definition"
"999897_1","where is way st. binghamton"
"999897_2","where is way st. binghamton"
"999897_3","where is way st. binghamton"
"999897_4","where is way st. binghamton"
"999897_5","where is way st. binghamton"
"999897_6","where is way st. binghamton"
"999897_7","where is way st. binghamton"
"878367_1","what mlb team play in in"
"878367_2","what mlb team play in in"
"878367_3","what mlb team play in in"
"878367_4","what mlb team play in in"
"878367_5","what mlb team play in in"
"878367_6","what mlb team play in in"
"783822_1","what is pictorial drawing"
"783822_2","what is pictorial drawing"
"783822_3","what is pictorial drawing"
"783822_4","what is pictorial drawing"
"783822_5","what is pictorial drawing"
"783822_6","what is pictorial drawing"
"783822_7","what is pictorial drawing"
"783822_8","what is pictorial drawing"
"70787_1","can lice be transmitted to pets"
"70787_2","can lice be transmitted to pets"
"70787_3","can lice be transmitted to pets"
"70787_4","can lice be transmitted to pets"
"70787_5","can lice be transmitted to pets"
"70787_6","can lice be transmitted to pets"
"70787_7","can lice be transmitted to pets"
"203274_1","hillsborough community college president"
"203274_2","hillsborough community college president"
"203274_3","hillsborough community college president"
"203274_4","hillsborough community college president"
"203274_5","hillsborough community college president"
"203274_6","hillsborough community college president"
"203274_7","hillsborough community college president"
"203274_8","hillsborough community college president"
"763084_1","what is keratoconjunctivitis?"
"763084_2","what is keratoconjunctivitis?"
"763084_3","what is keratoconjunctivitis?"
"763084_4","what is keratoconjunctivitis?"
"763084_5","what is keratoconjunctivitis?"
"763084_6","what is keratoconjunctivitis?"
"1090961_1","royal enfield stealth black price"
"1090961_2","royal enfield stealth black price"
"1090961_3","royal enfield stealth black price"
"1090961_4","royal enfield stealth black price"
"1090961_5","royal enfield stealth black price"
